universityName,city,state,websiteUrl,housingUrl,dormCount
Heidelberg University,Tiffin,OH,https://www.heidelberg.edu,,0
John Carroll University,University Heights,OH,https://jcu.edu,,0
Kent State University,Kent,OH,https://www.kent.edu,,0
Kenyon College,Gambier,OH,https://www.kenyon.edu,,0
Lake Erie College,Painesville,OH,https://www.lec.edu,,0
Marietta College,Marietta,OH,https://www.marietta.edu,,0
Miami University,Oxford,OH,https://miamioh.edu,,0
Muskingum University,New Concord,OH,https://www.muskingum.edu,,0
Ohio Northern University,Ada,OH,https://www.onu.edu,,0
Ohio State University,Columbus,OH,https://www.osu.edu,,0
Ohio University,Athens,OH,https://www.ohio.edu,,0
Otterbein University,Westerville,OH,https://www.otterbein.edu,,0
Tiffin University,Tiffin,OH,https://www.tiffin.edu,,0
University of Akron,Akron,OH,https://www.uakron.edu,,0
University of Cincinnati,Cincinnati,OH,https://www.uc.edu,,0
University of Dayton,Dayton,OH,https://udayton.edu,,0
University of Findlay,Findlay,OH,https://www.findlay.edu,,0
University of Mount Union,Alliance,OH,https://www.mountunion.edu,,0
University of Toledo,Toledo,OH,https://www.utoledo.edu,,0
Walsh University,North Canton,OH,https://www.walsh.edu,,0
Wilmington College,Wilmington,OH,https://www.wilmington.edu,,0
Wittenberg University,Springfield,OH,https://www.wittenberg.edu,,0
Northeastern Oklahoma A&M College,Miami,OK,https://www.neo.edu,,0
Northern Oklahoma College,Tonkawa,OK,https://www.noc.edu,,0
Northwestern Oklahoma State University,Alva,OK,https://www.nwosu.edu,,0
Southeastern Oklahoma State University,Durant,OK,https://www.se.edu,,0
Southwestern Oklahoma State University,Weatherford,OK,https://www.swosu.edu,,0
University of Oklahoma,Norman,OK,https://www.ou.edu,,0
University of Tulsa,Tulsa,OK,https://utulsa.edu,,0
Eastern Oregon University,La Grande,OR,https://www.eou.edu,,0
George Fox University,Newberg,OR,https://georgefox.edu,,0
Lewis and Clark College,Portland,OR,https://lclark.edu,,0
Linfield University,McMinnville,OR,https://linfield.edu,,0
Pacific University,Forest Grove,OR,https://pacificu.edu,,0
Portland State University,Portland,OR,https://www.pdx.edu,,0
