universityName,city,state,websiteUrl,housingUrl,dormCount
Tarleton State University,Stephenville,TX,https://www.tarleton.edu,,0
Texas A&M University,College Station,TX,https://www.tamu.edu,,0
Texas A&M University-Kingsville,Kingsville,TX,https://www.tamuk.edu,,0
Texas Lutheran University,Seguin,TX,https://www.tlu.edu,,0
Texas Southern University,Houston,TX,https://www.tsu.edu,,0
Texas State University,San Marcos,TX,https://www.txstate.edu,,0
Texas Tech University,Lubbock,TX,https://www.ttu.edu,,0
Trinity University TX,San Antonio,TX,https://trinity.edu,,0
Trinity Valley Community College,Athens,TX,https://www.tvcc.edu,,0
Tyler Junior College,Tyler,TX,https://www.tjc.edu,,0
University of Mary Hardin-Baylor,Belton,TX,https://www.umhb.edu,,0
University of Texas Permian Basin,Odessa,TX,https://www.utpb.edu,,0
University of Texas at Austin,Austin,TX,https://www.utexas.edu,,0
University of Texas at El Paso,El Paso,TX,https://www.utep.edu,,0
University of Texas at San Antonio,San Antonio,TX,https://www.utsa.edu,,0
University of the Incarnate Word,San Antonio,TX,https://www.uiw.edu,,0
West Texas A&M University,Canyon,TX,https://www.wtamu.edu,,0
Brigham Young University,Provo,UT,https://www.byu.edu,,0
Snow College,Ephraim,UT,https://www.snow.edu,,0
Southern Utah University,Cedar City,UT,https://www.suu.edu,,0
Utah State University,Logan,UT,https://www.usu.edu,,0
Weber State University,Ogden,UT,https://www.weber.edu,,0
Bridgewater College,Bridgewater,VA,https://bridgewater.edu,,0
Emory & Henry College,Emory,VA,https://ehc.edu,,0
Hampden-Sydney College,Hampden-Sydney,VA,https://hsc.edu,,0
Hampton University,Hampton,VA,https://www.hampton.edu,,0
James Madison University,Harrisonburg,VA,https://www.jmu.edu,,0
Liberty University,Lynchburg,VA,https://www.liberty.edu,,0
Mary Baldwin University,Staunton,VA,https://marybaldwin.edu,,0
Norfolk State University,Norfolk,VA,https://www.nsu.edu,,0
Old Dominion University,Norfolk,VA,https://www.odu.edu,,0
Randolph-Macon College,Ashland,VA,https://rmc.edu,,0
Roanoke College,Salem,VA,https://roanoke.edu,,0
Shenandoah University,Winchester,VA,https://su.edu,,0
The College of William and Mary,Williamsburg,VA,https://www.wm.edu,,0
