universityName,city,state,websiteUrl,housingUrl,dormCount
Susquehanna University,Selinsgrove,PA,https://www.susqu.edu,,0
Swarthmore College,Swarthmore,PA,https://swarthmore.edu,,0
Temple University,Philadelphia,PA,https://www.temple.edu,,0
Thiel College,Greenville,PA,https://thiel.edu,,0
University of Pittsburgh,Pittsburgh,PA,https://www.pitt.edu,,0
Ursinus College,Collegeville,PA,https://ursinus.edu,,0
Villanova University,Villanova,PA,https://www.villanova.edu,,0
Washington & Jefferson College,Washington,PA,https://washjeff.edu,,0
Waynesburg University,Waynesburg,PA,https://waynesburg.edu,,0
West Chester University,West Chester,PA,https://www.wcupa.edu,,0
Westminster College PA,New Wilmington,PA,https://westminster.edu,,0
Widener University,Chester,PA,https://widener.edu,,0
Bryant University,Smithfield,RI,https://www.bryant.edu,,0
Allen University,Columbia,SC,https://www.allenuniversity.edu,,0
Benedict College,Columbia,SC,https://www.benedict.edu,,0
Charleston Southern University,Charleston,SC,https://www.csuniv.edu,,0
Claflin University,Orangeburg,SC,https://www.claflin.edu,,0
Clemson University,Clemson,SC,https://www.clemson.edu,,0
Coastal Carolina University,Conway,SC,https://www.coastal.edu,,0
Furman University,Greenville,SC,https://www.furman.edu,,0
Limestone University,Gaffney,SC,https://www.limestone.edu,,0
Newberry College,Newberry,SC,https://www.newberry.edu,,0
North Greenville University,Tigerville,SC,https://www.ngu.edu,,0
Presbyterian College,Clinton,SC,https://www.presby.edu,,0
South Carolina State University,Orangeburg,SC,https://www.scsu.edu,,0
The Citadel,Charleston,SC,https://www.citadel.edu,,0
University of South Carolina,Columbia,SC,https://www.sc.edu,,0
Wofford College,Spartanburg,SC,https://www.wofford.edu,,0
Black Hills State University,Spearfish,SD,https://www.bhsu.edu,,0
Northern State University,Aberdeen,SD,https://www.northern.edu,,0
South Dakota School of Mines and Technology,Rapid City,SD,https://www.sdsmt.edu,,0
South Dakota State University,Brookings,SD,https://www.sdstate.edu,,0
University of Sioux Falls,Sioux Falls,SD,https://www.usiouxfalls.edu,,0
University of South Dakota,Vermillion,SD,https://www.usd.edu,,0
Austin Peay State University,Clarksville,TN,https://www.apsu.edu,,0
