universityName,city,state,websiteUrl,housingUrl,dormCount
Northern Illinois University,DeKalb,IL,https://www.niu.edu,,0
Northwestern University,Evanston,IL,https://www.northwestern.edu,,0
Olivet Nazarene University,Bourbonnais,IL,https://www.olivet.edu,,0
Roosevelt University,Chicago,IL,,,0
Saint Xavier University,Chicago,IL,https://www.sxu.edu,,0
University of Chicago,Chicago,IL,https://www.uchicago.edu,,0
University of Illinois,Champaign,IL,https://illinois.edu,,0
Western Illinois University,Macomb,IL,https://www.wiu.edu,,0
Wheaton College,Wheaton,IL,https://www.wheaton.edu,,0
Anderson University,Anderson,IN,https://www.anderson.edu,,0
Ball State University,Muncie,IN,https://www.bsu.edu,,0
Bethel University Indiana,Mishawaka,IN,https://www.betheluniversity.edu,,0
Butler University,Indianapolis,IN,https://www.butler.edu,,0
DePauw University,Greencastle,IN,https://www.depauw.edu,,0
Earlham College,Richmond,IN,https://earlham.edu,,0
Goshen College,Goshen,IN,https://www.goshen.edu,,0
Grace College,Winona Lake,IN,https://www.grace.edu,,0
Hanover College,Hanover,IN,https://www.hanover.edu,,0
Huntington University,Huntington,IN,https://www.huntington.edu,,0
Indiana State University,Terre Haute,IN,https://www.indstate.edu,,0
Indiana University,Bloomington,IN,https://www.iu.edu,,0
Manchester University,North Manchester,IN,https://www.manchester.edu,,0
Marian University,Indianapolis,IN,https://www.marian.edu,,0
Purdue University,West Lafayette,IN,https://www.purdue.edu,,0
Purdue University Northwest,Hammond,IN,,,0
University of Notre Dame,Notre Dame,IN,https://www.nd.edu,,0
University of Saint Francis,Fort Wayne,IN,https://www.sf.edu,,0
Valparaiso University,Valparaiso,IN,https://www.valpo.edu,,0
Wabash College,Crawfordsville,IN,https://www.wabash.edu,,0
Bethel College,North Newton,KS,https://www.bethelks.edu,,0
Coffeyville Community College,Coffeyville,KS,https://www.coffeyville.edu,,0
Dodge City Community College,Dodge City,KS,https://www.dc3.edu,,0
Emporia State University,Emporia,KS,https://www.emporia.edu,,0
Fort Hays State University,Hays,KS,https://www.fhsu.edu,,0
Fort Scott Community College,Fort Scott,KS,https://www.fortscott.edu,,0
