universityName,city,state,websiteUrl,housingUrl,dormCount
Southern Oregon University,Ashland,OR,https://www.sou.edu,,0
University of Oregon,Eugene,OR,https://www.uoregon.edu,,0
Western Oregon University,Monmouth,OR,https://wou.edu,,0
Willamette University,Salem,OR,https://willamette.edu,,0
Albright College,Reading,PA,https://albright.edu,,0
Allegheny College,Meadville,PA,https://allegheny.edu,,0
Alvernia University,Reading,PA,https://alvernia.edu,,0
California University of Pennsylvania,California,PA,https://www.calu.edu,,0
Chatham University,Pittsburgh,PA,https://chatham.edu,,0
Dickinson College,Carlisle,PA,https://dickinson.edu,,0
Duquesne University,Pittsburgh,PA,https://www.duq.edu,,0
East Stroudsburg University,East Stroudsburg,PA,https://www.esu.edu,,0
Edinboro University,Edinboro,PA,https://www.edinboro.edu,,0
Franklin & Marshall College,Lancaster,PA,https://fandm.edu,,0
Gannon University,Erie,PA,https://www.gannon.edu,,0
Geneva College,Beaver Falls,PA,https://geneva.edu,,0
Gettysburg College,Gettysburg,PA,https://gettysburg.edu,,0
Grove City College,Grove City,PA,https://gcc.edu,,0
Haverford College,Haverford,PA,https://haverford.edu,,0
Indiana University of Pennsylvania,Indiana,PA,https://www.iup.edu,,0
Kutztown University,Kutztown,PA,https://www.kutztown.edu,,0
Lackawanna College,Scranton,PA,https://www.lackawanna.edu,,0
Lafayette College,Easton,PA,https://www.lafayette.edu,,0
Lebanon Valley College,Annville,PA,https://lvc.edu,,0
Lehigh University,Bethlehem,PA,https://www.lehigh.edu,,0
Lincoln University Pennsylvania,Lincoln University,PA,https://www.lincoln.edu,,0
Lycoming College,Williamsport,PA,https://lycoming.edu,,0
Messiah University,Mechanicsburg,PA,https://messiah.edu,,0
Millersville University,Millersville,PA,https://www.millersville.edu,,0
Muhlenberg College,Allentown,PA,https://muhlenberg.edu,,0
Penn State University,University Park,PA,https://www.psu.edu,,0
Robert Morris University,Moon Township,PA,https://www.rmu.edu,,0
Saint Francis University,Loretto,PA,https://www.francis.edu,,0
Saint Vincent College,Latrobe,PA,https://stvincent.edu,,0
Shippensburg University,Shippensburg,PA,https://www.ship.edu,,0
