universityName,city,state,websiteUrl,housingUrl,dormCount
Southeastern Louisiana University,Hammond,LA,https://www.southeastern.edu,,0
Southern University,Baton Rouge,LA,https://www.subr.edu,,0
Tulane University,New Orleans,LA,https://tulane.edu,,0
University of Louisiana at Lafayette,Lafayette,LA,https://louisiana.edu,,0
University of Louisiana at Monroe,Monroe,LA,https://www.ulm.edu,,0
Amherst College,Amherst,MA,https://amherst.edu,,0
Babson College,Wellesley,MA,https://babson.edu,,0
Boston College,Chestnut Hill,MA,https://www.bc.edu,,0
Clark University,Worcester,MA,https://clarku.edu,,0
College of the Holy Cross,Worcester,MA,https://www.holycross.edu,,0
Harvard University,Cambridge,MA,https://www.harvard.edu,,0
Massachusetts Institute of Technology,Cambridge,MA,https://web.mit.edu,,0
Merrimack College,North Andover,MA,https://www.merrimack.edu,,0
Springfield College,Springfield,MA,https://springfield.edu,,0
Stonehill College,Easton,MA,https://www.stonehill.edu,,0
Tufts University,Medford,MA,https://www.tufts.edu,,0
University of Massachusetts Amherst,Amherst,MA,https://www.umass.edu,,0
Wheaton College MA,Norton,MA,https://wheatoncollege.edu,,0
Williams College,Williamstown,MA,https://williams.edu,,0
Worcester Polytechnic Institute,Worcester,MA,https://wpi.edu,,0
Bowie State University,Bowie,MD,https://www.bowiestate.edu,,0
Johns Hopkins University,Baltimore,MD,https://jhu.edu,,0
McDaniel College,Westminster,MD,https://mcdaniel.edu,,0
Stevenson University,Owings Mills,MD,https://stevenson.edu,,0
Towson University,Towson,MD,https://www.towson.edu,,0
United States Naval Academy,Annapolis,MD,https://www.usna.edu,,0
University of Maryland,College Park,MD,https://www.umd.edu,,0
Bates College,Lewiston,ME,https://bates.edu,,0
Bowdoin College,Brunswick,ME,https://bowdoin.edu,,0
Colby College,Waterville,ME,https://colby.edu,,0
Davenport University,Grand Rapids,MI,,,0
Ferris State University,Big Rapids,MI,,,0
Grand Valley State University,Allendale,MI,https://www.gvsu.edu,,0
Lake Superior State University,Sault Ste. Marie,MI,,,0
Michigan State University,East Lansing,MI,https://msu.edu,,0
