universityName,city,state,websiteUrl,housingUrl,dormCount
University of Lynchburg,Lynchburg,VA,https://lynchburg.edu,,0
University of Richmond,Richmond,VA,https://www.richmond.edu,,0
Virginia Military Institute,Lexington,VA,https://www.vmi.edu,,0
Virginia State University,Petersburg,VA,https://www.vsu.edu,,0
Virginia Tech,Blacksburg,VA,https://www.vt.edu,,0
Virginia Union University,Richmond,VA,https://www.vuu.edu,,0
Washington and Lee University,Lexington,VA,https://wlu.edu,,0
Middlebury College,Middlebury,VT,https://middlebury.edu,,0
Norwich University,Northfield,VT,https://www.norwich.edu,,0
Eastern Washington University,Cheney,WA,https://www.ewu.edu,,0
Northwest University,Kirkland,WA,https://www.northwestu.edu,,0
Pacific Lutheran University,Tacoma,WA,https://plu.edu,,0
University of Puget Sound,Tacoma,WA,https://pugetsound.edu,,0
University of Washington,Seattle,WA,https://www.washington.edu,,0
Whitman College,Walla Walla,WA,https://whitman.edu,,0
Whitworth University,Spokane,WA,https://whitworth.edu,,0
Carthage College,Kenosha,WI,https://www.carthage.edu,,0
Lawrence University,Appleton,WI,https://www.lawrence.edu,,0
Ripon College,Ripon,WI,https://www.ripon.edu,,0
Saint Norbert College,De Pere,WI,https://www.snc.edu,,0
University of Wisconsin-Madison,Madison,WI,https://www.wisc.edu,,0
University of Wisconsin-Parkside,Kenosha,WI,,,0
Bethany College WV,Bethany,WV,https://bethanywv.edu,,0
Concord University,Athens,WV,https://www.concord.edu,,0
Fairmont State University,Fairmont,WV,https://www.fairmontstate.edu,,0
Glenville State University,Glenville,WV,https://www.glenville.edu,,0
Marshall University,Huntington,WV,https://www.marshall.edu,,0
University of Charleston,Charleston,WV,https://www.ucwv.edu,,0
West Virginia State University,Institute,WV,https://wvstateu.edu,,0
West Virginia Wesleyan College,Buckhannon,WV,https://www.wvwc.edu,,0
University of Wyoming,Laramie,WY,https://www.uwyo.edu,,0
