universityName,city,state,websiteUrl,housingUrl,dormCount
Michigan Tech University,Houghton,MI,,,0
Northern Michigan University,Marquette,MI,https://www.nmu.edu,,0
Saginaw Valley State University,University Center,MI,,,0
University of Michigan,Ann Arbor,MI,https://umich.edu,,0
Wayne State University,Detroit,MI,https://wayne.edu,,0
Western Michigan University,Kalamazoo,MI,https://wmich.edu,,0
Augsburg University,Minneapolis,MN,https://augsburg.edu,,0
Bemidji State University,Bemidji,MN,https://www.bemidjistate.edu,,0
Bethel University,Saint Paul,MN,https://www.bethel.edu,,0
Bethel University MN,Saint Paul,MN,https://bethel.edu,,0
Carleton College,Northfield,MN,https://carleton.edu,,0
Concordia College,Moorhead,MN,https://www.concordiacollege.edu,,0
Concordia University Saint Paul,Saint Paul,MN,https://www.csp.edu,,0
Gustavus Adolphus College,Saint Peter,MN,https://gustavus.edu,,0
Hamline University,Saint Paul,MN,https://www.hamline.edu,,0
Macalester College,Saint Paul,MN,https://macalester.edu,,0
Minnesota State University Mankato,Mankato,MN,https://www.mnsu.edu,,0
Saint Cloud State University,St. Cloud,MN,https://www.stcloudstate.edu,,0
Saint John's University,Collegeville,MN,https://www.csbsju.edu,,0
Saint John's University MN,Collegeville,MN,https://csbsju.edu,,0
Saint Mary's University of Minnesota,Winona,MN,https://smumn.edu,,0
Saint Olaf College,Northfield,MN,https://stolaf.edu,,0
University of Minnesota,Minneapolis,MN,https://twin-cities.umn.edu,,0
University of Minnesota Duluth,Duluth,MN,https://d.umn.edu,,0
Winona State University,Winona,MN,https://www.winona.edu,,0
Lindenwood University,St. Charles,MO,https://www.lindenwood.edu,,0
Missouri Southern State University,Joplin,MO,https://www.mssu.edu,,0
Missouri Western State University,St. Joseph,MO,https://www.missouriwestern.edu,,0
Northwest Missouri State University,Maryville,MO,https://www.nwmissouri.edu,,0
Truman State University,Kirksville,MO,https://www.truman.edu,,0
University of Central Missouri,Warrensburg,MO,https://www.ucmo.edu,,0
University of Missouri,Columbia,MO,https://missouri.edu,,0
Westminster College,Fulton,MO,https://www.westminster-mo.edu,,0
Coahoma Community College,Clarksdale,MS,https://www.coahomacc.edu,,0
Copiah-Lincoln Community College,Wesson,MS,https://www.colin.edu,,0
